algoritmo,tamanho_array,probabilidade,input,output,output_correto,tamanho_sub_array_ordenado,distancia
quick, 100, 0.5, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 3 3 22 24 17 7 36 42 23 44 33 17 7 48 49 10 30 36 41 29 47 36 26 25 23 30 29 32 20 36 42 7 49 21 21 15 5 7 38 22 10 27 27 22 15 16 18 17 31 10 48 10 32 43 12 22 14 19 26 15 48 45 5 41 12 32 45 27 3 26 40 3 38 23 22 27 25 42 49 12 18 13 11 48 24 34 34 6 6 48 47 19 21 38 27 26 28 5 49 8, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 4, 2091862067
insertion, 100, 0.5, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 14 24 38 26 24 7 3 17 32 17 6 21 41 8 21 3 42 48 27 32 34 42 47 25 10 5 16 6 45 7 42 7 22 18 10 48 19 18 44 22 36 22 22 12 3 34 47 40 38 27 33 17 38 19 5 7 29 32 30 41 22 11 36 49 10 49 27 21 26 36 10 48 25 49 15 48 12 27 5 48 23 43 20 28 3 29 27 15 23 15 30 13 36 12 26 45 23 49 31 26, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 5, 548388168
merge, 100, 0.5, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 38 30 24 45 48 34 31 32 8 5 22 44 48 7 3 24 36 10 28 22 26 21 36 27 7 18 26 42 6 21 17 12 21 3 32 25 48 12 41 29 27 43 22 12 36 47 27 15 30 29 34 23 17 17 16 27 49 13 22 5 49 19 18 19 3 26 38 40 15 36 45 42 33 15 23 49 47 7 25 32 6 26 27 23 10 48 10 42 10 3 20 22 48 38 7 49 5 41 11 14, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 4, -1734388029
bubble, 100, 0.5, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 17 8 19 24 21 7 22 32 42 6 48 21 14 44 3 41 38 24 26 16 42 5 32 18 27 3 17 7 10 38 34 7 22 45 40 6 29 10 42 47 12 36 34 3 22 48 18 19 33 27 22 11 36 22 32 25 41 47 30 21 15 7 38 49 49 5 10 10 27 49 48 17 20 36 48 48 30 25 5 27 12 26 29 23 15 23 28 43 27 3 15 36 26 13 12 26 45 23 49 31, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 5, 1145052603
quick, 100, 0.6, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 43 36 29 12 48 41 49 10 34 27 21 15 26 7 47 10 22 45 22 27 21 48 19 29 22 41 49 30 45 24 21 30 22 5 47 27 3 33 49 23 48 15 22 38 3 26 17 13 17 3 16 3 23 7 6 31 26 34 42 12 25 28 6 27 36 19 26 25 7 14 5 49 20 38 24 44 12 32 32 48 32 8 40 38 18 11 10 48 5 18 7 42 36 10 15 23 27 17 36 42, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 4, -1505658485
insertion, 100, 0.6, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 24 14 26 7 38 42 24 41 32 17 17 21 3 21 6 48 27 8 47 3 42 25 10 34 45 32 16 42 5 19 22 6 7 18 7 44 18 22 10 22 22 3 48 40 38 36 47 27 34 19 12 38 29 33 7 5 22 30 32 17 49 27 41 36 10 11 49 21 48 36 49 15 26 25 10 20 27 48 12 23 3 5 28 48 29 27 15 43 23 26 13 30 23 26 12 15 36 45 49 31, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 5, 1441207457
merge, 100, 0.6, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 38 8 43 44 22 14 27 49 10 28 48 30 21 48 10 48 48 47 27 42 16 40 41 33 32 7 19 26 38 22 32 27 20 36 5 47 48 36 18 17 38 24 5 22 26 7 17 29 15 27 11 7 3 45 22 21 31 49 22 25 26 23 10 19 49 5 42 3 18 6 12 34 12 23 36 29 7 3 23 6 3 27 45 32 42 34 15 10 21 26 36 13 30 15 25 17 24 41 12 49, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 4, -2034293041
bubble, 100, 0.6, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 42 45 38 44 27 48 47 42 32 42 26 47 41 24 21 38 32 34 21 24 17 7 22 40 8 14 25 34 16 22 33 19 22 27 17 48 10 38 6 29 36 18 6 32 49 18 7 19 49 10 49 12 5 3 3 48 22 11 41 22 7 7 3 36 36 30 48 27 20 17 10 5 26 27 43 10 48 29 5 12 30 21 25 15 27 23 36 15 3 28 13 26 23 26 15 23 49 31 12 45, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 4, -1561200307
quick, 100, 0.75, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 19 38 34 36 48 41 48 42 41 36 24 33 29 28 32 49 30 43 36 32 38 6 36 48 38 32 49 45 25 22 30 31 10 42 21 17 19 10 49 8 40 47 42 25 23 26 18 27 26 22 29 20 26 3 14 3 27 15 44 24 22 27 22 17 17 12 22 21 21 12 15 13 15 12 5 10 47 23 48 7 45 48 49 34 27 7 10 3 26 27 18 11 16 3 7 23 7 6 5 5, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 4, -2125003448
insertion, 100, 0.75, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 14 7 24 38 32 26 42 24 3 41 21 17 48 47 45 27 17 21 6 8 42 34 3 44 25 16 32 10 42 48 22 6 5 22 18 19 10 18 36 22 40 7 7 47 3 38 34 22 19 12 38 27 33 7 5 30 29 41 32 17 22 49 27 36 11 36 21 15 10 48 26 49 10 49 48 27 20 48 43 25 23 28 5 3 15 12 23 29 27 30 26 36 15 26 45 49 23 31 12 13, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 4, -2028902094
merge, 100, 0.75, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 48 34 27 27 49 49 49 29 41 27 36 21 47 42 23 20 18 38 25 3 21 22 40 15 48 34 22 24 26 22 48 19 19 12 45 10 10 43 31 18 10 42 17 27 49 48 48 24 26 26 22 21 36 12 36 47 38 36 23 23 11 28 17 7 42 10 44 32 41 32 15 22 17 15 14 32 29 16 13 8 45 26 7 7 33 7 6 38 30 27 3 5 30 5 3 12 6 5 25 3, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 5, 333392639
bubble, 100, 0.75, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 49 48 48 47 47 45 44 49 42 42 42 49 41 38 40 38 38 34 41 36 48 34 32 33 27 32 26 36 25 30 22 32 24 21 19 24 36 29 27 16 22 17 21 17 48 27 10 22 14 22 18 10 7 22 19 43 8 17 18 12 11 7 6 48 29 27 30 26 21 7 25 6 15 15 20 23 5 28 3 27 3 10 7 3 26 5 15 10 12 23 5 49 45 3 13 36 26 12 31 23, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 5, -1473765293
quick, 100, 0.9, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 24 29 48 49 49 48 48 49 5 47 47 48 42 48 45 44 45 38 43 31 42 42 41 40 41 38 38 34 30 19 29 10 17 3 49 36 36 34 32 26 22 10 36 32 32 36 28 17 18 27 25 7 10 13 20 6 33 30 27 27 8 27 7 26 17 15 12 12 25 23 26 22 22 7 26 21 24 18 22 15 15 19 14 11 21 22 16 7 5 23 27 6 23 21 12 5 10 3 3 3, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 5, -147661804
insertion, 100, 0.9, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 38 24 24 14 26 7 42 3 32 41 48 45 42 27 21 17 21 8 47 42 32 34 16 25 22 18 10 44 7 17 48 6 19 22 18 10 7 22 47 6 36 40 38 38 34 27 22 33 30 32 5 3 3 19 12 41 36 7 29 27 49 36 22 21 17 49 15 49 11 48 10 5 26 20 48 25 27 10 5 48 45 43 36 29 23 12 3 28 27 23 30 49 15 15 31 26 26 23 13 12, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 4, 1512563718
merge, 100, 0.9, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 49 49 49 48 48 48 47 47 41 45 48 44 42 42 40 42 38 38 36 48 45 43 36 36 34 32 32 30 29 28 22 22 27 26 31 24 26 19 24 23 23 27 19 17 29 26 36 22 21 17 41 32 17 15 12 30 12 22 18 16 34 11 27 27 15 12 26 10 27 25 22 13 23 14 10 8 18 7 7 7 6 3 7 5 38 33 20 49 5 15 10 6 10 5 3 25 3 21 21 3, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 3, 168609177
bubble, 100, 0.9, 14 7 24 38 24 26 3 32 41 17 17 42 6 21 21 8 48 27 3 42 47 34 25 45 16 32 10 42 5 6 18 7 22 19 7 44 10 48 18 3 22 22 36 22 40 38 34 47 19 12 27 38 33 7 5 30 32 29 22 41 17 11 27 36 49 10 21 36 15 26 48 49 10 49 20 25 48 3 5 27 48 12 23 43 28 29 23 15 15 27 13 30 26 26 36 12 45 49 23 31, 49 49 49 48 48 48 48 48 47 47 42 44 45 43 42 42 41 41 40 38 38 38 36 36 36 36 34 34 33 32 32 32 30 29 28 29 27 27 27 27 27 26 26 25 25 24 24 22 22 22 22 22 21 21 21 20 19 19 18 18 17 49 17 45 17 16 14 12 23 10 15 10 8 7 10 30 7 7 31 23 15 6 7 6 3 26 11 3 12 26 10 5 5 3 15 13 5 12 3 23, 3 3 3 3 5 5 5 6 6 7 7 7 7 8 10 10 10 10 11 12 12 12 13 14 15 15 15 16 17 17 17 18 18 19 19 20 21 21 21 22 22 22 22 22 23 23 23 24 24 25 25 26 26 26 26 27 27 27 27 27 28 29 29 30 30 31 32 32 32 33 34 34 36 36 36 36 38 38 38 40 41 41 42 42 42 43 44 45 45 47 47 48 48 48 48 48 49 49 49 49, 5, 420735963
quick, 100, 0.1, 43 18 38 31 46 20 19 15 44 10 16 4 46 41 49 31 26 3 3 7 32 37 8 10 3 36 8 22 40 21 27 23 38 35 12 29 14 14 32 44 35 10 14 20 18 33 9 17 44 2 28 8 34 45 8 6 11 29 29 11 12 46 24 23 33 43 16 12 30 21 18 13 21 8 21 23 24 38 41 19 27 41 28 39 43 19 39 42 28 6 18 35 34 21 33 39 35 40 36 25, 8 2 3 4 6 7 8 10 10 12 18 10 19 12 13 14 14 18 18 20 21 18 21 12 19 20 22 24 25 21 9 11 15 23 23 16 23 24 26 3 8 6 14 27 28 28 30 11 17 21 21 19 31 27 41 35 46 49 28 8 16 34 29 32 38 40 8 29 34 44 3 35 41 29 33 31 33 36 36 33 37 32 38 38 35 39 39 44 39 35 40 41 43 44 42 43 45 43 46 46, 2 3 3 3 4 6 6 7 8 8 8 8 8 9 10 10 10 11 11 12 12 12 13 14 14 14 15 16 16 17 18 18 18 18 19 19 19 20 20 21 21 21 21 21 22 23 23 23 24 24 25 26 27 27 28 28 28 29 29 29 30 31 31 32 32 33 33 33 34 34 35 35 35 35 36 36 37 38 38 38 39 39 39 40 40 41 41 41 42 43 43 43 44 44 44 45 46 46 46 49, 10, -529618247
insertion, 100, 0.1, 43 18 38 31 46 20 19 15 44 10 16 4 46 41 49 31 26 3 3 7 32 37 8 10 3 36 8 22 40 21 27 23 38 35 12 29 14 14 32 44 35 10 14 20 18 33 9 17 44 2 28 8 34 45 8 6 11 29 29 11 12 46 24 23 33 43 16 12 30 21 18 13 21 8 21 23 24 38 41 19 27 41 28 39 43 19 39 42 28 6 18 35 34 21 33 39 35 40 36 25, 15 18 31 4 19 43 10 16 38 46 20 31 41 46 44 49 3 3 3 26 7 8 32 8 10 12 6 21 37 22 23 29 36 38 27 35 14 14 9 17 32 35 44 40 2 10 14 18 8 20 28 11 33 34 44 45 8 12 29 11 8 16 23 24 29 33 43 46 12 13 18 21 21 21 24 23 30 19 19 27 28 28 39 38 39 6 41 18 21 25 33 34 35 35 36 41 42 43 39 40, 2 3 3 3 4 6 6 7 8 8 8 8 8 9 10 10 10 11 11 12 12 12 13 14 14 14 15 16 16 17 18 18 18 18 19 19 19 20 20 21 21 21 21 21 22 23 23 23 24 24 25 26 27 27 28 28 28 29 29 29 30 31 31 32 32 33 33 33 34 34 35 35 35 35 36 36 37 38 38 38 39 39 39 40 40 41 41 41 42 43 43 43 44 44 44 45 46 46 46 49, 11, -995998118
merge, 100, 0.1, 43 18 38 31 46 20 19 15 44 10 16 4 46 41 49 31 26 3 3 7 32 37 8 10 3 36 8 22 40 21 27 23 38 35 12 29 14 14 32 44 35 10 14 20 18 33 9 17 44 2 28 8 34 45 8 6 11 29 29 11 12 46 24 23 33 43 16 12 30 21 18 13 21 8 21 23 24 38 41 19 27 41 28 39 43 19 39 42 28 6 18 35 34 21 33 39 35 40 36 25, 2 3 6 8 3 4 7 8 3 8 8 8 9 10 10 11 14 10 11 12 15 16 18 18 14 19 12 13 16 18 19 20 21 21 26 18 19 21 31 23 25 27 28 29 29 33 32 34 33 35 35 36 38 38 24 40 40 28 39 41 23 14 41 32 12 22 41 27 37 39 42 6 28 39 43 43 20 29 31 35 35 36 38 43 21 44 44 44 17 45 21 46 23 24 33 30 34 46 46 49, 2 3 3 3 4 6 6 7 8 8 8 8 8 9 10 10 10 11 11 12 12 12 13 14 14 14 15 16 16 17 18 18 18 18 19 19 19 20 20 21 21 21 21 21 22 23 23 23 24 24 25 26 27 27 28 28 28 29 29 29 30 31 31 32 32 33 33 33 34 34 35 35 35 35 36 36 37 38 38 38 39 39 39 40 40 41 41 41 42 43 43 43 44 44 44 45 46 46 46 49, 9, -392581914
bubble, 100, 0.1, 43 18 38 31 46 20 19 15 44 10 16 4 46 41 49 31 26 3 3 7 32 37 8 10 3 36 8 22 40 21 27 23 38 35 12 29 14 14 32 44 35 10 14 20 18 33 9 17 44 2 28 8 34 45 8 6 11 29 29 11 12 46 24 23 33 43 16 12 30 21 18 13 21 8 21 23 24 38 41 19 27 41 28 39 43 19 39 42 28 6 18 35 34 21 33 39 35 40 36 25, 2 3 3 3 4 6 6 7 8 8 8 8 8 10 9 10 10 11 11 12 12 13 14 12 14 14 15 16 16 17 18 18 18 19 19 18 19 20 20 21 21 21 21 21 22 23 23 23 24 24 26 27 28 29 29 31 27 31 28 32 28 32 29 33 34 33 35 35 37 36 38 30 38 33 34 40 38 41 43 35 43 44 39 39 44 44 35 45 46 46 46 36 49 41 41 39 42 40 25 43, 2 3 3 3 4 6 6 7 8 8 8 8 8 9 10 10 10 11 11 12 12 12 13 14 14 14 15 16 16 17 18 18 18 18 19 19 19 20 20 21 21 21 21 21 22 23 23 23 24 24 25 26 27 27 28 28 28 29 29 29 30 31 31 32 32 33 33 33 34 34 35 35 35 35 36 36 37 38 38 38 39 39 39 40 40 41 41 41 42 43 43 43 44 44 44 45 46 46 46 49, 21, 1957913843
quick, 100, 0.15, 43 18 38 31 46 20 19 15 44 10 16 4 46 41 49 31 26 3 3 7 32 37 8 10 3 36 8 22 40 21 27 23 38 35 12 29 14 14 32 44 35 10 14 20 18 33 9 17 44 2 28 8 34 45 8 6 11 29 29 11 12 46 24 23 33 43 16 12 30 21 18 13 21 8 21 23 24 38 41 19 27 41 28 39 43 19 39 42 28 6 18 35 34 21 33 39 35 40 36 25, 3 2 3 6 8 7 8 12 4 8 31 20 21 30 39 19 8 9 11 12 8 10 14 16 18 15 19 26 19 22 18 21 21 23 20 14 24 25 24 40 28 10 12 35 28 29 13 11 29 35 40 17 28 34 34 29 33 36 39 31 32 32 35 33 36 37 38 38 38 43 39 6 10 18 42 3 21 33 43 14 21 16 23 18 41 44 23 27 46 35 27 41 41 44 43 44 49 45 46 46, 2 3 3 3 4 6 6 7 8 8 8 8 8 9 10 10 10 11 11 12 12 12 13 14 14 14 15 16 16 17 18 18 18 18 19 19 19 20 20 21 21 21 21 21 22 23 23 23 24 24 25 26 27 27 28 28 28 29 29 29 30 31 31 32 32 33 33 33 34 34 35 35 35 35 36 36 37 38 38 38 39 39 39 40 40 41 41 41 42 43 43 43 44 44 44 45 46 46 46 49, 7, -183272501
insertion, 100, 0.15, 43 18 38 31 46 20 19 15 44 10 16 4 46 41 49 31 26 3 3 7 32 37 8 10 3 36 8 22 40 21 27 23 38 35 12 29 14 14 32 44 35 10 14 20 18 33 9 17 44 2 28 8 34 45 8 6 11 29 29 11 12 46 24 23 33 43 16 12 30 21 18 13 21 8 21 23 24 38 41 19 27 41 28 39 43 19 39 42 28 6 18 35 34 21 33 39 35 40 36 25, 4 18 31 38 20 43 19 46 15 44 10 46 16 26 31 41 3 3 32 3 49 7 8 8 10 23 14 36 22 37 21 27 35 38 12 14 2 29 32 40 35 10 14 18 20 44 33 9 28 8 17 8 34 44 45 6 8 12 24 11 29 29 23 46 11 13 16 43 33 12 18 19 21 19 21 21 23 24 28 27 30 38 39 28 39 41 41 6 18 21 25 33 35 42 34 35 36 39 43 40, 2 3 3 3 4 6 6 7 8 8 8 8 8 9 10 10 10 11 11 12 12 12 13 14 14 14 15 16 16 17 18 18 18 18 19 19 19 20 20 21 21 21 21 21 22 23 23 23 24 24 25 26 27 27 28 28 28 29 29 29 30 31 31 32 32 33 33 33 34 34 35 35 35 35 36 36 37 38 38 38 39 39 39 40 40 41 41 41 42 43 43 43 44 44 44 45 46 46 46 49, 7, -1284802354
